code,name_fr,name_nl,region,type,code_search
6250,Aiseau-Presles,Aiseau-Presles,wallonia,rural,
4540,Amay,Amay,wallonia,rural,
4770,Amblève,Amel,wallonia,rural,
5300,Andenne,Andenne,wallonia,rural,
6150,Anderlues,Anderlues,wallonia,rural,
5537,Anhée,Anhée,wallonia,rural,
4430,Ans,Ans,wallonia,rural,
4160,Anthisnes,Anthisnes,wallonia,rural,
7640,Antoing,Antoing,wallonia,rural,
6700,Arlon,Aarlen,wallonia,rural,
5330,Assesse,Assesse,wallonia,rural,
7800,Ath,Aat,wallonia,rural,
6717,Attert,Attert,wallonia,rural,
6790,Aubange,Aubange,wallonia,rural,
4880,Aubel,Aubel,wallonia,rural,
4340,Awans,Awans,wallonia,rural,
4920,Aywaille,Aywaille,wallonia,rural,
4837,Baelen,Baelen,wallonia,rural,
